;RingNR;Date;Time;Year;Zone;UTM_X;UTM_Y;Status;PosAccuracy;Exclude;TimeStamp;CaptureAge;Sex_fieldbased;Sex_dna;Area;sex;CollarNR;CollarFrequency;date
567;4281308;20.07.2016;NA;2016;33;404105;7132282;4;1;NA;NA;ad;F;F;Lifjellet;F;180352;152583;20.07.2016
568;4281309;15.03.2016;03:50:00;2016;33;413426;7151796;1;1;NA;NA;juv;F;F;Lifjellet;F;180333;152214;15.03.2016
569;4281309;18.05.2016;NA;2016;33;406091;7138389;2;3;NA;NA;juv;F;F;Lifjellet;F;180333;152214;18.05.2016
570;4281309;11.06.2016;NA;2016;33;415982;7142240;2;1;NA;NA;juv;F;F;Lifjellet;F;180333;152214;11.06.2016
571;4281309;20.07.2016;NA;2016;33;415022;7142515;2;2;NA;NA;juv;F;F;Lifjellet;F;180333;152214;20.07.2016
572;4281309;07.09.2016;NA;2016;33;415022;7142515;2;2;NA;NA;juv;F;F;Lifjellet;F;180333;152214;07.09.2016
573;4281309;15.11.2016;NA;2016;33;416629;7143229;2;3;NA;NA;juv;F;F;Lifjellet;F;180333;152214;15.11.2016
574;4281309;28.05.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;juv;F;F;Lifjellet;F;180333;152214;28.05.2018
575;4281309;21.07.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;juv;F;F;Lifjellet;F;180333;152214;21.07.2018
576;4281309;04.09.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;juv;F;F;Lifjellet;F;180333;152214;04.09.2018
577;4281309;10.09.2018;NA;2018;33;416292;7142258;3;1;NA;NA;juv;F;F;Lifjellet;F;180333;152214;10.09.2018
578;4281310;15.03.2017;21:40:00;2017;33;426054;7128678;1;1;NA;NA;juv;M;M;Guslia;M;217260;152280;15.03.2017
579;4281310;12.04.2017;NA;2017;33;425094;7129233;6;2;NA;NA;juv;M;M;Guslia;M;217260;152280;12.04.2017
580;4281310;27.04.2017;NA;2017;33;427133;7127942;5;1;NA;NA;juv;M;M;Guslia;M;217260;152280;27.04.2017
581;4281311;15.03.2017;22:15:00;2017;33;426042;7128653;1;1;NA;NA;ad;M;M;Guslia;M;217261;152289;15.03.2017
582;4281311;12.04.2017;NA;2017;33;426302;7128132;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;12.04.2017
583;4281311;15.05.2017;NA;2017;33;426302;7128132;2;4;NA;NA;ad;M;M;Guslia;M;217261;152289;15.05.2017
584;4281311;15.06.2017;NA;2017;33;426466;7128223;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;15.06.2017
585;4281311;15.07.2017;NA;2017;33;426466;7128223;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;15.07.2017
586;4281311;08.08.2017;NA;2017;33;426466;7128223;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;08.08.2017
587;4281311;03.09.2017;NA;2017;33;426466;7128223;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;03.09.2017
588;4281311;17.10.2017;NA;2017;33;423344;7129775;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;17.10.2017
589;4281311;21.11.2017;NA;2017;33;424202;7129540;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;21.11.2017
590;4281311;08.02.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217261;152289;08.02.2018
591;4281311;04.03.2018;NA;2018;33;424865;7130621;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;04.03.2018
592;4281311;19.04.2018;NA;2018;33;425123;7130799;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;19.04.2018
593;4281311;28.05.2018;NA;2018;33;424823;7129572;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;28.05.2018
594;4281311;23.07.2018;NA;2018;33;425165;7128972;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;23.07.2018
595;4281311;15.08.2018;NA;2018;33;426200;7128450;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;15.08.2018
596;4281311;05.09.2018;NA;2018;33;425725;7131011;2;4;NA;NA;ad;M;M;Guslia;M;217261;152289;05.09.2018
597;4281311;17.10.2018;NA;2018;33;429574;7127879;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;17.10.2018
598;4281311;19.11.2018;NA;2018;33;424601;7129866;2;3;NA;NA;ad;M;M;Guslia;M;217261;152289;19.11.2018
599;4281311;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217261;152289;20.02.2019
600;4281311;19.03.2019;NA;2019;33;426230;7128627;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;19.03.2019
601;4281311;14.04.2019;NA;2019;33;426536;7128094;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;14.04.2019
602;4281311;19.05.2019;NA;2019;33;426051;7128542;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;19.05.2019
603;4281311;05.06.2019;NA;2019;33;424385;7129607;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;05.06.2019
604;4281311;11.07.2019;NA;2019;33;426418;7128020;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;11.07.2019
605;4281311;15.08.2019;NA;2019;33;425280;7128430;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;15.08.2019
606;4281311;03.09.2019;NA;2019;33;425500;7129100;2;2;NA;NA;ad;M;M;Guslia;M;217261;152289;03.09.2019
607;4281311;07.10.2019;NA;2019;33;425984;7128715;2;2;NA;11.11.2019;ad;M;M;Guslia;M;217261;152289;07.10.2019
608;4281311;16.11.2019;NA;2019;33;424806;7130132;2;2;NA;18.11.2019;ad;M;M;Guslia;M;217261;152289;16.11.2019
609;4281312;16.03.2017;00:20:00;2017;33;424613;7130726;1;1;NA;NA;ad;M;F;Guslia;F;217264;152379;16.03.2017
610;4281312;06.06.2017;NA;2017;33;405438;7115854;2;3;NA;NA;ad;M;F;Guslia;F;217264;152379;06.06.2017
611;4281312;07.09.2017;NA;2017;33;410192;7117730;2;3;NA;NA;ad;M;F;Guslia;F;217264;152379;07.09.2017
612;4281312;21.11.2017;NA;2017;33;423780;7131743;2;3;NA;NA;ad;M;F;Guslia;F;217264;152379;21.11.2017
613;4281312;12.12.2017;NA;2017;33;423780;7131743;2;2;NA;NA;ad;M;F;Guslia;F;217264;152379;12.12.2017
614;4281312;08.02.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;08.02.2018
615;4281312;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;19.04.2018
616;4281312;28.05.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;28.05.2018
617;4281312;15.08.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;15.08.2018
618;4281312;17.10.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;17.10.2018
619;4281312;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;20.02.2019
620;4281312;19.03.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;19.03.2019
621;4281312;14.04.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;14.04.2019
622;4281312;03.09.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;F;Guslia;F;217264;152379;03.09.2019
623;4281313;16.03.2017;01:00:00;2017;33;423816;7130745;1;1;NA;NA;ad;M;M;Guslia;M;217269;152560;16.03.2017
624;4281313;12.04.2017;NA;2017;33;423851;7129940;2;2;NA;NA;ad;M;M;Guslia;M;217269;152560;12.04.2017
625;4281313;15.05.2017;NA;2017;33;423851;7129940;2;4;NA;NA;ad;M;M;Guslia;M;217269;152560;15.05.2017
626;4281313;15.06.2017;NA;2017;33;423478;7130107;4;1;NA;NA;ad;M;M;Guslia;M;217269;152560;15.06.2017
627;4281314;16.03.2017;01:35:00;2017;33;424468;7130396;1;1;NA;NA;ad;F;F;Guslia;F;217268;152520;16.03.2017
628;4281314;24.05.2017;NA;2017;33;398900;7143418;2;3;NA;NA;ad;F;F;Guslia;F;217268;152520;24.05.2017
629;4281314;22.06.2017;NA;2017;33;398900;7143418;2;2;NA;NA;ad;F;F;Guslia;F;217268;152520;22.06.2017
630;4281314;12.07.2017;NA;2017;33;398900;7143418;2;2;NA;NA;ad;F;F;Guslia;F;217268;152520;12.07.2017
631;4281314;21.11.2017;NA;2017;33;417720;7138750;2;3;NA;NA;ad;F;F;Guslia;F;217268;152520;21.11.2017
632;4281314;04.03.2018;NA;2018;33;423799;7130520;2;2;NA;NA;ad;F;F;Guslia;F;217268;152520;04.03.2018
633;4281314;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217268;152520;19.04.2018
634;4281314;11.06.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217268;152520;11.06.2018
635;4281314;15.08.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217268;152520;15.08.2018
636;4281314;06.09.2018;NA;2018;33;401439;7143444;6;3;NA;NA;ad;F;F;Guslia;F;217268;152520;06.09.2018
637;4281314;17.10.2018;NA;2018;33;400109;7143238;4;1;NA;NA;ad;F;F;Guslia;F;217268;152520;17.10.2018
638;4281315;17.03.2017;21:04:00;2017;33;413612;7149855;1;1;NA;NA;ad;M;M;Lifjellet;M;217271;152639;17.03.2017
639;4281315;12.04.2017;NA;2017;33;413467;7150542;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;12.04.2017
640;4281315;27.04.2017;NA;2017;33;413271;7150307;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;27.04.2017
641;4281315;19.05.2017;NA;2017;33;414739;7149205;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;19.05.2017
642;4281315;16.06.2017;NA;2017;33;413832;7149241;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;16.06.2017
643;4281315;12.07.2017;NA;2017;33;413832;7149241;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;12.07.2017
644;4281315;09.08.2017;NA;2017;33;413100;7150050;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;09.08.2017
645;4281315;03.09.2017;NA;2017;33;413000;7148562;2;2;NA;NA;ad;M;M;Lifjellet;M;217271;152639;03.09.2017
646;4281315;10.09.2017;NA;2017;33;413232;7149626;4;1;NA;NA;ad;M;M;Lifjellet;M;217271;152639;10.09.2017
647;4281316;17.03.2017;21:30:00;2017;33;413704;7149725;1;1;NA;NA;juv;F;F;Lifjellet;F;217253;152059;17.03.2017
648;4281316;12.04.2017;NA;2017;33;413176;7149305;2;2;NA;NA;juv;F;F;Lifjellet;F;217253;152059;12.04.2017
649;4281316;27.04.2017;NA;2017;33;413623;7150949;2;2;NA;NA;juv;F;F;Lifjellet;F;217253;152059;27.04.2017
650;4281316;24.05.2017;NA;2017;33;420831;7138302;2;3;NA;NA;juv;F;F;Lifjellet;F;217253;152059;24.05.2017
651;4281316;22.06.2017;NA;2017;33;419981;7136756;4;1;NA;NA;juv;F;F;Lifjellet;F;217253;152059;22.06.2017
652;4281317;17.03.2017;22:20:00;2017;33;413919;7149254;1;1;NA;NA;ad;M;M;Lifjellet;M;217255;152089;17.03.2017
653;4281317;12.04.2017;NA;2017;33;413469;7150100;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;12.04.2017
654;4281317;27.04.2017;NA;2017;33;413594;7149129;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;27.04.2017
655;4281317;19.05.2017;NA;2017;33;413594;7149129;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;19.05.2017
656;4281317;06.06.2017;NA;2017;33;413940;7149062;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;06.06.2017
657;4281317;12.07.2017;NA;2017;33;413940;7149062;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;12.07.2017
658;4281317;09.08.2017;NA;2017;33;413350;7149300;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;09.08.2017
659;4281317;03.09.2017;NA;2017;33;413482;7149082;2;2;NA;NA;ad;M;M;Lifjellet;M;217255;152089;03.09.2017
660;4281317;11.09.2017;NA;2017;33;414235;7149295;3;1;NA;NA;ad;M;M;Lifjellet;M;217255;152089;11.09.2017
661;4281318;17.03.2017;22:56:00;2017;33;413473;7149691;1;1;NA;NA;ad;F;F;Lifjellet;F;217258;152239;17.03.2017
662;4281318;12.04.2017;NA;2017;33;413195;7148660;2;2;NA;NA;ad;F;F;Lifjellet;F;217258;152239;12.04.2017
663;4281318;27.04.2017;NA;2017;33;413033;7148764;2;2;NA;NA;ad;F;F;Lifjellet;F;217258;152239;27.04.2017
664;4281318;19.05.2017;NA;2017;33;413033;7148764;2;4;NA;NA;ad;F;F;Lifjellet;F;217258;152239;19.05.2017
665;4281318;14.06.2017;NA;2017;33;414236;7150669;2;1;NA;NA;ad;F;F;Lifjellet;F;217258;152239;14.06.2017
666;4281318;03.09.2017;NA;2017;33;415001;7146779;2;2;NA;NA;ad;F;F;Lifjellet;F;217258;152239;03.09.2017
667;4281318;16.09.2017;NA;2017;33;414904;7146552;3;1;NA;NA;ad;F;F;Lifjellet;F;217258;152239;16.09.2017
668;4281319;21.03.2017;02:00:00;2017;33;414112;7150197;1;1;NA;NA;ad;F;F;Lifjellet;F;200051;152837;21.03.2017
669;4281319;28.05.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Lifjellet;F;200051;152837;28.05.2018
670;4281319;21.07.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Lifjellet;F;200051;152837;21.07.2018
671;4281319;04.09.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Lifjellet;F;200051;152837;04.09.2018
672;4281320;21.03.2017;04:00:00;2017;33;415402;7151074;1;1;NA;NA;juv;F;F;Lifjellet;F;200038;152449;21.03.2017
673;4281320;31.05.2018;NA;2018;33;429355;7154630;6;3;NA;NA;juv;F;F;Lifjellet;F;200038;152449;31.05.2018
674;4281320;07.06.2018;NA;2018;33;432456;7156015;5;1;NA;NA;juv;F;F;Lifjellet;F;200038;152449;07.06.2018
675;4281322;21.03.2017;20:30:00;2017;33;414041;7149292;1;1;NA;NA;ad;M;M;Lifjellet;M;208649;152820;21.03.2017
676;4281322;27.04.2017;NA;2017;33;414134;7149596;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;27.04.2017
677;4281322;19.05.2017;NA;2017;33;414134;7149596;2;4;NA;NA;ad;M;M;Lifjellet;M;208649;152820;19.05.2017
678;4281322;06.06.2017;NA;2017;33;414174;7149834;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;06.06.2017
679;4281322;12.07.2017;NA;2017;33;414174;7149834;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;12.07.2017
680;4281322;09.08.2017;NA;2017;33;413550;7150950;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;09.08.2017
681;4281322;07.09.2017;NA;2017;33;418977;7150506;2;3;NA;NA;ad;M;M;Lifjellet;M;208649;152820;07.09.2017
682;4281322;17.10.2017;NA;2017;33;414968;7149124;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;17.10.2017
683;4281322;21.11.2017;NA;2017;33;414421;7150674;2;3;NA;NA;ad;M;M;Lifjellet;M;208649;152820;21.11.2017
684;4281322;10.01.2018;NA;2018;33;414421;7150674;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;10.01.2018
685;4281322;15.02.2018;NA;2018;33;414421;7150674;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;15.02.2018
686;4281322;27.03.2018;NA;2018;33;414912;7149693;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;27.03.2018
687;4281322;17.04.2018;NA;2018;33;414912;7149693;2;4;NA;NA;ad;M;M;Lifjellet;M;208649;152820;17.04.2018
688;4281322;28.05.2018;NA;2018;33;413950;7149200;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;28.05.2018
689;4281322;21.07.2018;NA;2018;33;413950;7149200;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;21.07.2018
690;4281322;18.08.2018;NA;2018;33;412436;7149245;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;18.08.2018
691;4281322;04.09.2018;NA;2018;33;415077;7150613;2;4;NA;NA;ad;M;M;Lifjellet;M;208649;152820;04.09.2018
692;4281322;20.10.2018;NA;2018;33;413122;7148864;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;20.10.2018
693;4281322;19.11.2018;NA;2018;33;413863;7149449;2;3;NA;NA;ad;M;M;Lifjellet;M;208649;152820;19.11.2018
694;4281322;19.02.2019;NA;2019;33;413891;7148962;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;19.02.2019
695;4281322;06.03.2019;NA;2019;33;413907;7149569;2;1;NA;NA;ad;M;M;Lifjellet;M;208649;152820;06.03.2019
696;4281322;04.04.2019;NA;2019;33;413882;7149087;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;04.04.2019
697;4281322;10.05.2019;NA;2019;33;414419;7149315;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;10.05.2019
698;4281322;29.05.2019;NA;2019;33;413952;7149255;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;29.05.2019
699;4281322;07.06.2019;NA;2019;33;414008;7149447;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;07.06.2019
700;4281322;11.07.2019;NA;2019;33;413881;7149355;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;11.07.2019
701;4281322;15.08.2019;NA;2019;33;413213;7150658;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;15.08.2019
702;4281322;03.09.2019;NA;2019;33;412933;7147691;2;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;03.09.2019
703;4281322;18.09.2019;NA;2019;33;411857;7148185;3;2;NA;NA;ad;M;M;Lifjellet;M;208649;152820;18.09.2019
704;4281323;21.03.2017;21:15:00;2017;33;413724;7149806;1;1;NA;NA;ad;M;M;Lifjellet;M;200025;152099;21.03.2017
705;4281323;27.04.2017;NA;2017;33;413724;7150272;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;27.04.2017
706;4281323;19.05.2017;NA;2017;33;413724;7150272;2;4;NA;NA;ad;M;M;Lifjellet;M;200025;152099;19.05.2017
707;4281323;06.06.2017;NA;2017;33;414066;7149108;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;06.06.2017
708;4281323;12.07.2017;NA;2017;33;414066;7149108;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;12.07.2017
709;4281323;09.08.2017;NA;2017;33;413450;7149800;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;09.08.2017
710;4281323;03.09.2017;NA;2017;33;413381;7148729;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;03.09.2017
711;4281323;17.10.2017;NA;2017;33;413651;7149609;2;2;NA;NA;ad;M;M;Lifjellet;M;200025;152099;17.10.2017
712;4281323;21.11.2017;NA;2017;33;412633;7149642;5;1;NA;NA;ad;M;M;Lifjellet;M;200025;152099;21.11.2017
713;4281324;21.03.2017;23:15:00;2017;33;413576;7149224;1;1;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;21.03.2017
714;4281324;27.04.2017;NA;2017;33;413340;7148934;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;27.04.2017
715;4281324;19.05.2017;NA;2017;33;413340;7148934;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;19.05.2017
716;4281324;06.06.2017;NA;2017;33;414203;7149519;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;06.06.2017
717;4281324;12.07.2017;NA;2017;33;414203;7149519;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;12.07.2017
718;4281324;09.08.2017;NA;2017;33;415500;7151000;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;09.08.2017
719;4281324;03.09.2017;NA;2017;33;415183;7148809;2;4;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;03.09.2017
720;4281324;13.09.2017;NA;2017;33;414311;7148120;3;1;NA;NA;juv;M;NA;Lifjellet;M;208636;152029;13.09.2017
721;4281325;02.03.2018;23:59:00;2018;33;425683;7129220;1;1;NA;NA;ad;F;F;Guslia;F;217275;152790;02.03.2018
722;4281325;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217275;152790;19.04.2018
723;4281325;28.05.2018;NA;2018;33;419898;7129773;2;2;NA;NA;ad;F;F;Guslia;F;217275;152790;28.05.2018
724;4281325;02.06.2018;NA;2018;33;418546;7135425;2;1;NA;NA;ad;F;F;Guslia;F;217275;152790;02.06.2018
725;4281325;24.07.2018;NA;2018;33;418632;7135249;2;1;NA;NA;ad;F;F;Guslia;F;217275;152790;24.07.2018
726;4281325;15.08.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217275;152790;15.08.2018
727;4281325;06.09.2018;NA;2018;33;419099;7135701;2;3;NA;NA;ad;F;F;Guslia;F;217275;152790;06.09.2018
728;4281325;17.10.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217275;152790;17.10.2018
729;4281325;19.11.2018;NA;2018;33;424884;7130725;2;3;NA;NA;ad;F;F;Guslia;F;217275;152790;19.11.2018
730;4281325;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217275;152790;20.02.2019
731;4281325;19.03.2019;NA;2019;33;426482;7130115;2;2;NA;NA;ad;F;F;Guslia;F;217275;152790;19.03.2019
732;4281325;14.04.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217275;152790;14.04.2019
733;4281325;21.05.2019;NA;2019;33;418887;7135387;2;3;NA;NA;ad;F;F;Guslia;F;217275;152790;21.05.2019
734;4281325;12.06.2019;NA;2019;33;418621;7135494;2;1;NA;NA;ad;F;F;Guslia;F;217275;152790;12.06.2019
735;4281325;12.07.2019;NA;2019;33;418738;7135380;2;1;NA;NA;ad;F;F;Guslia;F;217275;152790;12.07.2019
736;4281325;03.09.2019;NA;2019;33;418850;7134490;2;2;NA;NA;ad;F;F;Guslia;F;217275;152790;03.09.2019
737;4281325;07.10.2019;NA;2019;NA;NA;NA;7;NA;NA;11.11.2019;ad;F;F;Guslia;F;217275;152790;07.10.2019
738;4281325;16.10.2019;NA;2019;33;422881;7134899;2;2;NA;11.11.2019;ad;F;F;Guslia;F;217275;152790;16.10.2019
739;4281325;16.11.2019;NA;2019;33;426906;7130402;2;2;NA;18.11.2019;ad;F;F;Guslia;F;217275;152790;16.11.2019
740;4281326;03.03.2018;02:05:00;2018;33;425253;7128932;1;1;NA;NA;ad;F;F;Guslia;F;217271;152639;03.03.2018
741;4281326;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;19.04.2018
742;4281326;11.06.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;11.06.2018
743;4281326;15.08.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;15.08.2018
744;4281326;17.10.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;17.10.2018
745;4281326;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;20.02.2019
746;4281326;19.03.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;19.03.2019
747;4281326;14.04.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;14.04.2019
748;4281326;15.08.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;15.08.2019
749;4281326;04.09.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217271;152639;04.09.2019
750;4281326;16.10.2019;NA;2019;NA;NA;NA;7;NA;NA;11.11.2019;ad;F;F;Guslia;F;217271;152639;16.10.2019
751;4281326;14.11.2019;NA;2019;NA;NA;NA;7;NA;NA;15.11.2019;ad;F;F;Guslia;F;217271;152639;14.11.2019
752;4281326;16.11.2019;NA;2019;NA;NA;NA;7;NA;NA;18.11.2019;ad;F;F;Guslia;F;217271;152639;16.11.2019
753;4281326;27.11.2019;NA;2019;NA;NA;NA;7;NA;NA;28.11.2019;ad;F;F;Guslia;F;217271;152639;27.11.2019
754;4281327;08.03.2017;23:27:00;2017;33;423989;7130850;1;1;NA;NA;ad;F;F;Guslia;F;217267;152450;08.03.2017
755;4281327;12.04.2017;NA;2017;33;424542;7131260;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;12.04.2017
756;4281327;15.05.2017;NA;2017;33;424542;7131260;2;4;NA;NA;ad;F;F;Guslia;F;217267;152450;15.05.2017
757;4281327;15.06.2017;NA;2017;33;423600;7131740;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;15.06.2017
758;4281327;15.07.2017;NA;2017;33;424087;7130993;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;15.07.2017
759;4281327;08.08.2017;NA;2017;33;423669;7131966;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;08.08.2017
760;4281327;03.09.2017;NA;2017;33;423669;7131966;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;03.09.2017
761;4281327;21.11.2017;NA;2017;33;423726;7131053;2;3;NA;NA;ad;F;F;Guslia;F;217267;152450;21.11.2017
762;4281327;12.12.2017;NA;2017;33;423726;7131053;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;12.12.2017
763;4281327;08.02.2018;NA;2018;33;423726;7131053;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;08.02.2018
764;4281327;04.03.2018;NA;2018;33;424230;7131112;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;04.03.2018
765;4281327;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217267;152450;19.04.2018
766;4281327;28.05.2018;NA;2018;33;423558;7131859;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;28.05.2018
767;4281327;02.06.2018;NA;2018;33;423674;7131768;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;02.06.2018
768;4281327;11.06.2018;NA;2018;33;423575;7131762;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;11.06.2018
769;4281327;24.07.2018;NA;2018;33;423660;7131666;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;24.07.2018
770;4281327;15.08.2018;NA;2018;33;423100;7131100;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;15.08.2018
771;4281327;05.09.2018;NA;2018;33;427997;7127732;2;4;NA;NA;ad;F;F;Guslia;F;217267;152450;05.09.2018
772;4281327;17.10.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217267;152450;17.10.2018
773;4281327;19.11.2018;NA;2018;33;425992;7128222;2;3;NA;NA;ad;F;F;Guslia;F;217267;152450;19.11.2018
774;4281327;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217267;152450;20.02.2019
